Id,age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,y
18028,34,management,married,tertiary,no,1116.0,yes,no,cellular,jul,53,5,5000,0,no
18029,35,technician,single,tertiary,no,470.0,yes,no,cellular,jul,743,13,5000,0,yes
18030,26,services,single,secondary,no,0.0,no,no,cellular,jul,129,3,5000,0,no
18031,49,housemaid,married,secondary,no,183.0,no,no,cellular,jul,206,2,5000,0,no
18032,51,unemployed,married,primary,no,1162.0,yes,no,cellular,jul,2015,1,5000,0,yes
18033,29,services,single,secondary,no,-251.0,no,no,cellular,jul,98,1,5000,0,no
18034,57,management,divorced,secondary,no,23.0,no,yes,telephone,jul,330,1,5000,0,no
18035,27,technician,single,secondary,no,1359.0,no,yes,telephone,jul,199,1,5000,0,no
18036,54,technician,married,secondary,no,1331.0,yes,no,telephone,jul,657,2,5000,0,no
18037,27,services,single,secondary,no,0.0,no,yes,cellular,jul,261,3,5000,0,no
18038,37,technician,single,secondary,no,334.0,no,yes,cellular,jul,442,12,5000,0,no
18039,30,technician,single,secondary,no,1625.0,yes,no,cellular,jul,90,3,5000,0,no
18040,29,entrepreneur,single,secondary,no,158.0,yes,no,cellular,jul,241,2,5000,0,no
18041,34,blue-collar,married,primary,no,654.0,no,no,cellular,jul,152,1,5000,0,no
18042,26,entrepreneur,married,tertiary,yes,144.0,no,yes,cellular,jul,730,1,5000,0,no
18043,40,blue-collar,married,secondary,no,60.0,no,yes,cellular,jul,36,1,5000,0,no
18044,54,housemaid,married,primary,no,3304.0,no,yes,cellular,jul,90,7,5000,0,no
18045,28,services,married,secondary,no,633.0,no,yes,cellular,jul,95,1,5000,0,no
18046,40,management,married,tertiary,no,-7.0,no,yes,telephone,jul,697,1,5000,0,no
18047,36,management,married,tertiary,no,1988.0,yes,yes,cellular,jul,102,2,5000,0,no
18048,33,blue-collar,divorced,secondary,no,0.0,no,no,cellular,jul,374,2,5000,0,no
18049,59,retired,married,secondary,no,377.0,no,yes,cellular,jul,468,4,5000,0,no
18050,34,technician,married,secondary,no,0.0,yes,no,cellular,jul,141,3,5000,0,no
18051,53,retired,married,primary,no,759.0,yes,no,telephone,jul,702,5,5000,0,no
18052,55,self-employed,married,secondary,no,2387.0,yes,no,cellular,jul,155,4,5000,0,no
18053,51,management,divorced,tertiary,no,323.0,yes,no,cellular,jul,356,9,5000,0,no
18054,30,technician,single,secondary,no,1626.0,no,no,cellular,jul,566,3,5000,0,no
18055,57,management,divorced,tertiary,no,909.0,yes,no,cellular,jul,147,2,5000,0,no
18056,51,management,married,tertiary,no,656.0,yes,no,cellular,jul,268,2,5000,0,no
18057,51,entrepreneur,married,secondary,no,2156.0,yes,no,cellular,jul,84,3,5000,0,no
18058,35,admin.,married,secondary,no,786.0,no,yes,cellular,jul,322,1,5000,0,no
18059,42,services,divorced,secondary,no,108.0,no,no,cellular,jul,360,13,5000,0,no
18060,39,admin.,divorced,secondary,no,2903.0,yes,yes,telephone,jul,259,2,5000,0,no
18061,30,management,single,tertiary,no,2.0,yes,yes,cellular,jul,1031,8,5000,0,yes
18062,59,housemaid,divorced,primary,yes,0.0,no,yes,cellular,jul,1368,2,5000,0,no
18063,25,blue-collar,married,secondary,no,-102.0,no,no,cellular,jul,466,1,5000,0,no
18064,51,technician,married,secondary,no,18.0,no,yes,cellular,jul,363,6,5000,0,no
18065,31,services,single,secondary,yes,-21.0,no,yes,cellular,jul,507,1,5000,0,no
18066,41,admin.,married,secondary,no,1672.0,yes,no,cellular,jul,148,1,5000,0,no
18067,31,technician,married,tertiary,no,0.0,yes,no,cellular,jul,266,6,5000,0,no
18068,27,management,married,tertiary,no,159.0,yes,no,cellular,jul,295,2,5000,0,no
18069,27,blue-collar,married,secondary,no,5505.0,yes,yes,cellular,jul,134,1,5000,0,no
18070,52,services,divorced,secondary,no,2455.0,no,no,cellular,jul,289,1,5000,0,no
18071,38,admin.,married,secondary,no,689.0,yes,no,cellular,jul,270,1,5000,0,no
18072,30,admin.,single,tertiary,no,33.0,yes,no,cellular,jul,396,1,5000,0,no
18073,44,technician,single,tertiary,no,3432.0,yes,no,cellular,jul,72,30,5000,0,no
18074,32,technician,single,secondary,no,4069.0,yes,no,cellular,jul,273,1,5000,0,no
18075,44,self-employed,married,tertiary,no,233.0,yes,yes,cellular,jul,161,7,5000,0,no
18076,41,blue-collar,married,secondary,no,113.0,no,no,cellular,jul,92,15,5000,0,no
18077,34,technician,divorced,secondary,no,1301.0,yes,no,cellular,jul,124,2,5000,0,no
18078,36,entrepreneur,single,secondary,no,475.0,no,no,cellular,jul,141,3,5000,0,no
18079,44,technician,married,secondary,no,111.0,yes,yes,cellular,jul,356,3,5000,0,no
18080,30,blue-collar,married,primary,no,-68.0,yes,no,cellular,jul,394,2,5000,0,no
18081,32,blue-collar,married,primary,no,104.0,yes,no,cellular,jul,211,3,5000,0,no
18082,31,housemaid,single,secondary,no,0.0,yes,no,cellular,jul,293,4,5000,0,no
18083,32,services,single,secondary,no,441.0,no,yes,cellular,jul,135,2,5000,0,no
18084,42,blue-collar,single,primary,no,1628.0,yes,no,cellular,jul,590,8,5000,0,yes
18085,50,admin.,divorced,secondary,no,797.0,yes,no,telephone,jul,72,8,5000,0,no
18086,56,management,married,tertiary,no,6475.0,no,no,cellular,jul,200,3,5000,0,no
18087,42,housemaid,married,primary,no,1523.0,yes,yes,cellular,jul,587,5,5000,0,no
18088,54,management,married,secondary,no,1134.0,yes,no,cellular,jul,1330,3,5000,0,yes
18089,28,management,single,secondary,no,265.0,yes,no,cellular,jul,194,2,5000,0,no
18090,49,blue-collar,married,primary,no,1644.0,yes,no,cellular,jul,238,4,5000,0,no
18091,41,blue-collar,married,primary,no,1018.0,yes,no,cellular,jul,171,1,5000,0,no
18092,25,blue-collar,married,secondary,no,-23.0,yes,no,cellular,jul,936,1,5000,0,no
18093,41,blue-collar,married,secondary,no,0.0,no,yes,cellular,jul,210,4,5000,0,no
18094,32,services,married,secondary,no,0.0,yes,no,cellular,jul,83,10,5000,0,no
18095,51,blue-collar,married,primary,no,0.0,yes,yes,cellular,jul,946,3,5000,0,yes
18096,36,management,married,tertiary,no,909.0,yes,yes,cellular,jul,250,3,5000,0,no
18097,32,services,married,secondary,no,194.0,yes,yes,cellular,jul,150,2,5000,0,no
18098,27,technician,single,secondary,no,15.0,yes,no,cellular,jul,67,3,5000,0,no
18099,27,admin.,married,secondary,no,158.0,yes,no,cellular,jul,124,2,5000,0,no
18100,49,admin.,divorced,secondary,no,560.0,yes,no,cellular,jul,85,3,5000,0,no
18101,42,management,divorced,secondary,no,284.0,no,no,cellular,jul,1173,4,5000,0,no
18102,40,admin.,divorced,secondary,no,274.0,yes,yes,cellular,jul,53,4,5000,0,no
18103,46,blue-collar,married,primary,no,-160.0,no,yes,telephone,jul,93,11,5000,0,no
18104,45,blue-collar,single,primary,no,92.0,no,yes,cellular,jul,99,7,5000,0,no
18105,57,retired,divorced,primary,no,63.0,no,yes,cellular,jul,1448,17,5000,0,yes
18106,31,blue-collar,married,primary,no,3.0,no,yes,telephone,jul,143,3,5000,0,no
18107,28,services,married,secondary,no,7.0,no,no,cellular,jul,50,3,5000,0,no
18108,36,admin.,married,secondary,no,670.0,yes,no,cellular,jul,126,3,5000,0,no
18109,45,services,married,secondary,no,88.0,yes,no,cellular,jul,87,4,5000,0,no
18110,36,blue-collar,married,primary,no,345.0,yes,no,cellular,jul,400,2,5000,0,no
18111,30,management,married,tertiary,no,1221.0,yes,no,telephone,jul,279,4,5000,0,yes
18112,34,blue-collar,single,secondary,no,-603.0,no,no,cellular,jul,164,4,5000,0,no
18113,33,self-employed,married,tertiary,no,980.0,no,no,cellular,jul,170,3,5000,0,no
18114,32,services,married,secondary,no,252.0,yes,yes,cellular,jul,148,4,5000,0,no
18115,28,admin.,single,secondary,no,230.0,no,no,cellular,jul,118,3,5000,0,no
18116,37,blue-collar,single,secondary,no,5024.0,no,yes,cellular,jul,661,4,5000,0,yes
18117,46,housemaid,married,primary,no,312.0,yes,yes,cellular,jul,137,7,5000,0,no
18118,30,technician,married,secondary,no,2371.0,yes,yes,cellular,jul,237,5,5000,0,no
18119,58,retired,single,primary,no,999.0,no,no,cellular,jul,188,6,5000,0,no
18120,58,entrepreneur,married,tertiary,yes,0.0,no,yes,cellular,jul,138,4,5000,0,no
18121,49,entrepreneur,married,secondary,no,1147.0,yes,yes,cellular,jul,96,3,5000,0,no
18122,46,blue-collar,married,primary,no,-271.0,yes,no,cellular,jul,65,2,5000,0,no
18123,33,technician,married,secondary,no,-74.0,yes,no,cellular,jul,198,4,5000,0,no
18124,37,management,married,tertiary,no,-70.0,yes,no,cellular,jul,386,2,5000,0,no
18125,38,admin.,married,primary,no,0.0,yes,yes,telephone,jul,163,5,5000,0,no
18126,44,management,married,tertiary,no,446.0,no,no,cellular,jul,63,12,5000,0,no
18127,34,entrepreneur,single,secondary,yes,-200.0,no,yes,cellular,jul,248,5,5000,0,no
18128,37,blue-collar,married,secondary,no,236.0,no,no,cellular,jul,438,6,5000,0,no
18129,40,management,divorced,tertiary,no,96.0,yes,no,cellular,jul,188,14,5000,0,no
18130,28,admin.,single,secondary,no,649.0,yes,no,cellular,jul,481,3,5000,0,no
18131,39,technician,married,secondary,no,10685.0,yes,no,cellular,jul,1369,9,5000,0,yes
18132,35,technician,married,tertiary,no,1629.0,no,no,cellular,jul,653,4,5000,0,yes
18133,38,blue-collar,married,primary,no,406.0,yes,no,cellular,jul,460,5,5000,0,no
18134,41,blue-collar,married,secondary,no,1915.0,yes,no,cellular,jul,245,4,5000,0,no
18135,27,technician,single,secondary,no,-646.0,yes,no,cellular,jul,135,8,5000,0,no
18136,35,management,married,tertiary,no,972.0,yes,yes,cellular,jul,23,16,5000,0,no
18137,26,blue-collar,married,primary,no,133.0,no,yes,cellular,jul,57,3,5000,0,no
18138,60,retired,married,secondary,no,90.0,yes,no,cellular,jul,41,3,5000,0,no
18139,58,admin.,married,secondary,no,2.0,yes,yes,telephone,jul,282,9,5000,0,no
18140,31,management,married,tertiary,no,1215.0,no,no,cellular,jul,80,2,5000,0,no
18141,26,services,divorced,primary,yes,2.0,yes,yes,cellular,jul,22,16,5000,0,no
18142,30,services,divorced,secondary,no,704.0,yes,no,cellular,jul,524,10,5000,0,no
18143,31,entrepreneur,divorced,tertiary,no,1767.0,no,no,telephone,jul,395,6,5000,0,no
18144,27,management,married,tertiary,no,9630.0,yes,no,cellular,jul,190,4,5000,0,no
18145,33,blue-collar,married,secondary,no,-77.0,yes,no,cellular,jul,151,3,5000,0,no
18146,45,technician,single,secondary,no,586.0,no,yes,cellular,jul,32,3,5000,0,no
18147,44,services,married,secondary,no,908.0,yes,yes,cellular,jul,102,7,5000,0,no
18148,30,blue-collar,single,secondary,no,363.0,no,no,cellular,jul,171,3,5000,0,no
18149,31,entrepreneur,married,tertiary,no,5156.0,yes,no,cellular,jul,147,3,5000,0,no
18150,36,services,divorced,tertiary,no,58.0,yes,no,cellular,jul,29,13,5000,0,no
18151,55,blue-collar,divorced,secondary,no,496.0,no,yes,cellular,jul,93,4,5000,0,no
18152,45,entrepreneur,divorced,primary,no,888.0,yes,no,telephone,jul,63,6,5000,0,no
18153,58,retired,married,primary,no,282.0,yes,no,cellular,jul,40,4,5000,0,no
18154,30,technician,single,tertiary,no,190.0,yes,no,cellular,jul,33,3,5000,0,no
18155,34,technician,single,tertiary,no,2047.0,yes,no,cellular,jul,57,5,5000,0,no
18156,35,technician,single,tertiary,no,670.0,yes,no,cellular,jul,177,18,5000,0,no
18157,31,management,single,tertiary,no,949.0,yes,no,cellular,jul,52,7,5000,0,no
18158,26,blue-collar,married,primary,no,40.0,no,yes,cellular,jul,49,3,5000,0,no
18159,31,technician,married,tertiary,no,19.0,yes,no,cellular,jul,243,31,5000,0,no
18160,51,entrepreneur,married,secondary,yes,-2082.0,no,yes,cellular,jul,123,6,5000,0,no
18161,29,management,single,tertiary,no,2063.0,no,no,cellular,jul,44,3,5000,0,no
18162,52,management,single,tertiary,no,4.0,no,yes,cellular,jul,30,9,5000,0,no
18163,56,technician,married,secondary,no,4063.0,no,yes,telephone,jul,31,4,5000,0,no
18164,40,management,married,tertiary,no,0.0,yes,no,cellular,jul,52,11,5000,0,no
18165,39,management,single,tertiary,no,26.0,yes,no,cellular,jul,110,18,5000,0,no
18166,56,management,married,tertiary,no,-1493.0,no,yes,cellular,jul,119,4,5000,0,no
18167,38,services,married,primary,no,0.0,no,no,cellular,jul,33,3,5000,0,no
18168,35,admin.,single,secondary,no,-16.0,no,yes,cellular,jul,108,3,5000,0,no
18169,37,management,married,tertiary,no,0.0,yes,no,telephone,jul,62,8,5000,0,no
18170,47,blue-collar,divorced,primary,yes,0.0,yes,no,cellular,jul,327,3,5000,0,no
18171,58,technician,divorced,secondary,no,-147.0,yes,yes,cellular,jul,95,3,5000,0,no
18172,60,retired,single,secondary,no,74.0,yes,no,telephone,jul,29,8,5000,0,no
18173,37,blue-collar,married,secondary,no,965.0,yes,no,cellular,jul,119,4,5000,0,no
18174,57,admin.,single,secondary,no,0.0,no,no,cellular,jul,261,4,5000,0,no
18175,27,services,married,secondary,no,0.0,yes,no,cellular,jul,334,8,5000,0,no
18176,42,blue-collar,married,secondary,no,-128.0,no,yes,cellular,jul,180,4,5000,0,no
18177,32,services,married,secondary,no,0.0,yes,no,cellular,jul,36,5,5000,0,no
18178,39,management,single,tertiary,no,168.0,no,no,cellular,jul,56,9,5000,0,no
18179,53,services,married,primary,no,-166.0,no,yes,cellular,jul,70,4,5000,0,no
18180,33,management,married,tertiary,no,349.0,yes,yes,cellular,jul,62,3,5000,0,no
18181,42,blue-collar,married,primary,no,7041.0,yes,no,cellular,jul,386,4,5000,0,no
18182,34,services,single,secondary,no,215.0,no,no,cellular,jul,56,5,5000,0,no
18183,48,management,married,secondary,no,268.0,yes,no,cellular,jul,458,7,5000,0,yes
18184,25,technician,single,secondary,no,616.0,no,yes,cellular,jul,117,4,5000,0,no
18185,49,services,married,secondary,no,220.0,yes,no,cellular,jul,93,11,5000,0,no
18186,55,entrepreneur,married,secondary,no,814.0,no,yes,cellular,jul,69,12,5000,0,no
18187,28,management,married,tertiary,yes,84.0,no,yes,cellular,jul,48,21,5000,0,no
18188,45,admin.,divorced,tertiary,no,1506.0,no,no,cellular,jul,365,4,5000,0,yes
18189,30,services,married,primary,no,997.0,yes,no,cellular,jul,76,3,5000,0,no
18190,46,services,married,secondary,no,53.0,no,yes,cellular,jul,31,3,5000,0,no
18191,27,technician,married,secondary,no,0.0,yes,no,cellular,jul,55,6,5000,0,no
18192,25,management,single,tertiary,no,155.0,yes,no,telephone,jul,193,3,5000,0,no
18193,30,management,married,tertiary,no,1235.0,yes,no,cellular,jul,104,3,5000,0,no
18194,31,management,married,tertiary,no,0.0,yes,yes,cellular,jul,664,8,5000,0,yes
18195,50,services,married,secondary,no,0.0,yes,no,cellular,jul,88,3,5000,0,no
18196,25,student,single,tertiary,no,-380.0,no,no,cellular,jul,108,4,5000,0,no
18197,59,retired,married,primary,no,0.0,yes,no,cellular,jul,20,4,5000,0,no
18198,36,technician,married,secondary,no,-90.0,yes,no,cellular,jul,110,3,5000,0,no
18199,33,entrepreneur,married,tertiary,no,114.0,no,yes,cellular,jul,57,3,5000,0,no
18200,28,services,single,secondary,no,1136.0,no,no,cellular,jul,89,3,5000,0,no
18201,44,admin.,married,primary,no,-92.0,no,yes,cellular,jul,526,5,5000,0,no
18202,31,management,single,tertiary,no,0.0,yes,no,cellular,jul,117,3,5000,0,no
18203,35,self-employed,married,secondary,no,5613.0,yes,no,cellular,jul,699,3,5000,0,yes
18204,27,management,single,tertiary,no,72.0,yes,no,cellular,jul,131,7,5000,0,no
18205,44,technician,divorced,secondary,no,0.0,yes,no,cellular,jul,463,2,5000,0,no
18206,52,blue-collar,married,primary,no,4711.0,yes,no,cellular,jul,228,2,5000,0,no
18207,46,admin.,married,secondary,no,31.0,yes,yes,telephone,jul,302,2,5000,0,no
18208,33,technician,married,secondary,no,181.0,yes,yes,telephone,jul,265,2,5000,0,no
18209,38,technician,divorced,tertiary,no,465.0,no,yes,cellular,jul,30,3,5000,0,no
18210,37,management,single,secondary,no,242.0,no,yes,cellular,jul,124,3,5000,0,no
18211,34,admin.,single,secondary,no,79.0,yes,no,cellular,jul,219,3,5000,0,no
18212,43,services,married,secondary,no,1220.0,no,no,cellular,jul,307,2,5000,0,no
18213,58,management,single,tertiary,no,331.0,no,yes,cellular,jul,82,3,5000,0,no
18214,32,management,single,tertiary,no,15561.0,yes,no,cellular,jul,151,3,5000,0,no
18215,52,management,married,tertiary,no,2428.0,yes,no,cellular,jul,61,3,5000,0,no
18216,43,services,divorced,secondary,no,-145.0,yes,no,cellular,jul,68,3,5000,0,no
18217,53,entrepreneur,single,secondary,no,202.0,no,no,cellular,jul,106,3,5000,0,no
18218,54,blue-collar,married,primary,no,38.0,no,no,cellular,jul,115,8,5000,0,no
18219,38,services,married,secondary,no,0.0,yes,no,telephone,jul,121,2,5000,0,no
18220,48,housemaid,married,secondary,no,513.0,no,yes,cellular,jul,939,3,5000,0,yes
18221,39,management,married,tertiary,no,278.0,no,yes,cellular,jul,60,3,5000,0,no
18222,51,self-employed,married,secondary,yes,-206.0,no,yes,cellular,jul,51,3,5000,0,no
18223,42,blue-collar,married,secondary,no,345.0,yes,yes,cellular,jul,307,3,5000,0,no
18224,33,management,married,tertiary,no,0.0,yes,no,cellular,jul,54,3,5000,0,no
18225,32,technician,married,secondary,no,163.0,yes,yes,cellular,jul,73,3,5000,0,no
18226,59,admin.,married,secondary,no,373.0,yes,yes,cellular,jul,362,7,5000,0,no
18227,27,admin.,married,secondary,no,31.0,yes,yes,cellular,jul,746,2,5000,0,no
18228,40,technician,married,secondary,no,-496.0,no,no,telephone,jul,22,2,5000,0,no
18229,43,services,married,secondary,no,-236.0,yes,no,cellular,jul,745,7,5000,0,yes
18230,38,management,single,tertiary,no,8.0,yes,no,cellular,jul,219,2,5000,0,no
18231,36,blue-collar,married,secondary,no,1587.0,yes,no,cellular,jul,200,2,5000,0,no
18232,33,services,single,secondary,no,0.0,yes,no,cellular,jul,174,2,5000,0,no
18233,40,services,divorced,secondary,no,9.0,no,no,cellular,jul,154,2,5000,0,no
18234,52,housemaid,married,secondary,no,-12.0,no,yes,cellular,jul,136,5,5000,0,no
18235,60,technician,married,secondary,no,2041.0,no,no,telephone,jul,108,7,5000,0,no
18236,57,retired,married,primary,no,592.0,no,yes,cellular,jul,87,5,5000,0,no
18237,29,services,single,secondary,no,166.0,no,yes,cellular,jul,108,8,5000,0,no
18238,39,services,divorced,secondary,no,293.0,yes,yes,telephone,jul,148,2,5000,0,no
18239,28,technician,single,secondary,no,181.0,yes,no,cellular,jul,139,3,5000,0,no
18240,48,technician,married,secondary,no,759.0,yes,no,cellular,jul,84,5,5000,0,no
18241,56,blue-collar,divorced,secondary,no,1346.0,no,yes,cellular,jul,240,3,5000,0,no
18242,29,blue-collar,married,secondary,no,246.0,yes,no,cellular,jul,194,5,5000,0,no
18243,35,blue-collar,married,secondary,no,209.0,yes,yes,telephone,jul,66,2,5000,0,no
18244,48,housemaid,married,secondary,no,0.0,no,no,cellular,jul,330,5,5000,0,no
18245,42,services,married,secondary,no,98.0,yes,no,telephone,jul,228,2,5000,0,no
18246,43,blue-collar,single,primary,no,-399.0,no,yes,cellular,jul,662,3,5000,0,yes
18247,59,housemaid,married,primary,no,0.0,no,yes,telephone,jul,40,2,5000,0,no
18248,28,management,single,tertiary,no,111.0,yes,yes,cellular,jul,230,2,5000,0,no
18249,56,admin.,divorced,secondary,no,1026.0,yes,no,cellular,jul,173,2,5000,0,no
18250,38,management,married,secondary,no,1066.0,yes,no,cellular,jul,78,2,5000,0,no
18251,39,blue-collar,married,secondary,no,366.0,yes,no,cellular,jul,551,5,5000,0,no
18252,58,self-employed,married,tertiary,no,794.0,no,yes,telephone,jul,130,9,5000,0,no
18253,34,admin.,married,secondary,no,1655.0,yes,no,cellular,jul,49,2,5000,0,no
18254,48,self-employed,married,tertiary,no,147.0,no,yes,cellular,jul,295,4,5000,0,no
18255,50,blue-collar,married,secondary,no,724.0,no,no,cellular,jul,139,2,5000,0,no
18256,26,blue-collar,single,secondary,no,37.0,no,yes,cellular,jul,301,2,5000,0,no
18257,40,technician,divorced,secondary,no,669.0,yes,no,cellular,jul,367,2,5000,0,no
18258,32,technician,married,secondary,no,659.0,no,yes,cellular,jul,446,2,5000,0,no
18259,53,admin.,married,secondary,no,673.0,no,yes,telephone,jul,137,2,5000,0,no
18260,26,blue-collar,single,primary,no,1538.0,no,yes,cellular,jul,97,3,5000,0,no
18261,49,services,divorced,secondary,no,0.0,no,no,cellular,jul,412,2,5000,0,yes
18262,50,technician,married,secondary,no,2972.0,no,no,cellular,jul,73,5,5000,0,no
18263,40,technician,single,secondary,no,134.0,yes,yes,cellular,jul,126,2,5000,0,no
18264,25,services,single,secondary,no,5533.0,yes,no,cellular,jul,50,4,5000,0,no
18265,28,admin.,married,secondary,no,157.0,yes,yes,cellular,jul,164,2,5000,0,no
18266,48,admin.,married,secondary,no,-160.0,no,yes,cellular,jul,84,3,5000,0,no
18267,39,blue-collar,married,primary,no,643.0,no,yes,cellular,jul,24,14,5000,0,no
18268,26,technician,married,tertiary,no,-385.0,yes,no,cellular,jul,163,3,5000,0,no
18269,34,management,single,secondary,no,516.0,yes,no,cellular,jul,292,2,5000,0,no
18270,36,management,married,tertiary,no,-861.0,yes,yes,cellular,jul,53,2,5000,0,no
18271,53,entrepreneur,married,tertiary,no,1129.0,no,yes,cellular,jul,241,8,5000,0,no
18272,60,retired,married,secondary,no,3570.0,no,no,telephone,jul,112,2,5000,0,no
18273,50,admin.,divorced,secondary,no,86.0,no,no,cellular,jul,65,7,5000,0,no
18274,55,retired,married,secondary,no,1126.0,yes,no,telephone,jul,388,2,5000,0,no
18275,30,admin.,single,secondary,no,-548.0,yes,yes,cellular,jul,70,2,5000,0,no
18276,31,self-employed,married,tertiary,no,170.0,no,yes,cellular,jul,98,16,5000,0,no
18277,49,services,married,tertiary,no,475.0,yes,no,cellular,jul,273,2,5000,0,no
18278,48,blue-collar,married,secondary,no,917.0,yes,no,cellular,jul,103,5,5000,0,no
18279,42,housemaid,married,primary,no,1.0,yes,no,telephone,jul,59,5,5000,0,no
18280,53,housemaid,married,primary,no,362.0,no,no,cellular,jul,1169,2,5000,0,yes
18281,48,entrepreneur,married,secondary,no,0.0,no,yes,cellular,jul,431,2,5000,0,yes
18282,30,services,married,secondary,no,1399.0,no,no,cellular,jul,168,6,5000,0,no
18283,58,admin.,divorced,secondary,no,447.0,no,no,cellular,jul,405,4,5000,0,no
18284,38,housemaid,married,secondary,no,-278.0,yes,no,cellular,jul,143,2,5000,0,no
18285,33,services,married,secondary,no,90.0,yes,no,cellular,jul,263,2,5000,0,no
18286,39,services,married,secondary,no,-267.0,yes,no,cellular,jul,143,10,5000,0,no
18287,27,technician,single,secondary,no,3933.0,no,no,cellular,jul,837,3,5000,0,yes
18288,44,housemaid,married,secondary,no,829.0,no,no,cellular,jul,47,3,5000,0,no
18289,26,services,single,secondary,no,81.0,yes,no,cellular,jul,63,2,5000,0,no
18290,26,blue-collar,single,secondary,no,0.0,no,no,telephone,jul,55,2,5000,0,no
18291,58,housemaid,married,primary,no,435.0,yes,no,telephone,jul,122,6,5000,0,no
18292,29,blue-collar,married,primary,no,-382.0,yes,no,cellular,jul,35,2,5000,0,no
18293,55,technician,married,secondary,no,3899.0,yes,no,telephone,jul,596,4,5000,0,yes
18294,56,management,divorced,tertiary,no,-141.0,no,no,cellular,jul,101,4,5000,0,no
18295,36,blue-collar,married,primary,no,656.0,yes,no,cellular,jul,71,4,5000,0,no
18296,36,management,married,tertiary,no,-1629.0,yes,yes,cellular,jul,337,2,5000,0,no
18297,35,admin.,single,secondary,no,289.0,yes,no,cellular,jul,48,10,5000,0,no
18298,58,technician,divorced,secondary,no,553.0,yes,no,cellular,jul,174,2,5000,0,no
18299,26,services,married,secondary,no,4.0,yes,no,cellular,jul,201,2,5000,0,no
18300,28,blue-collar,married,tertiary,no,902.0,yes,no,telephone,jul,296,2,5000,0,no
18301,44,blue-collar,married,secondary,no,215.0,no,yes,cellular,jul,180,5,5000,0,no
18302,53,services,divorced,secondary,no,1012.0,yes,no,cellular,jul,332,2,5000,0,no
18303,27,blue-collar,married,primary,no,108.0,yes,no,telephone,jul,57,2,5000,0,no
18304,52,services,married,primary,no,14.0,no,yes,cellular,jul,55,5,5000,0,no
18305,33,services,married,secondary,no,837.0,yes,no,cellular,jul,301,2,5000,0,no
18306,31,blue-collar,married,primary,no,290.0,yes,no,cellular,jul,408,3,5000,0,no
18307,27,technician,married,secondary,no,0.0,yes,yes,telephone,jul,359,2,5000,0,no
18308,29,technician,single,secondary,no,5.0,yes,yes,cellular,jul,54,2,5000,0,no
18309,59,management,divorced,tertiary,no,14.0,no,yes,cellular,jul,114,2,5000,0,no
18310,32,blue-collar,single,secondary,no,82.0,yes,no,cellular,jul,86,4,5000,0,no
18311,31,technician,married,secondary,no,17.0,yes,no,cellular,jul,266,3,5000,0,no
18312,46,blue-collar,married,secondary,no,-216.0,yes,no,cellular,jul,404,3,5000,0,no
18313,50,admin.,single,secondary,no,167.0,no,yes,cellular,jul,201,3,5000,0,no
18314,43,housemaid,married,secondary,no,150.0,no,no,telephone,jul,290,7,5000,0,no
18315,51,blue-collar,married,secondary,no,224.0,yes,yes,cellular,jul,231,5,5000,0,no
18316,50,blue-collar,married,primary,no,859.0,yes,yes,telephone,jul,40,7,5000,0,no
18317,27,self-employed,married,tertiary,no,0.0,no,yes,cellular,jul,133,4,5000,0,no
18318,28,admin.,single,tertiary,no,1104.0,yes,no,cellular,jul,73,7,5000,0,no
18319,32,services,married,secondary,no,-173.0,yes,no,cellular,jul,300,2,5000,0,no
18320,47,housemaid,married,primary,no,20.0,no,yes,cellular,jul,564,5,5000,0,no
18321,43,management,married,tertiary,no,-391.0,yes,no,cellular,jul,193,8,5000,0,no
18322,39,blue-collar,married,secondary,no,1439.0,yes,no,telephone,jul,73,6,5000,0,no
18323,52,services,married,secondary,no,482.0,yes,yes,cellular,jul,83,7,5000,0,no
18324,32,technician,single,tertiary,no,849.0,yes,no,cellular,jul,289,5,5000,0,no
18325,41,technician,divorced,secondary,no,611.0,yes,no,cellular,jul,157,5,5000,0,no
18326,51,management,married,tertiary,no,57.0,no,no,cellular,jul,66,19,5000,0,no
18327,50,housemaid,married,secondary,no,1954.0,no,yes,cellular,jul,438,4,5000,0,no
18328,42,management,married,tertiary,no,1220.0,yes,no,telephone,jul,155,2,5000,0,no
18329,28,technician,single,secondary,no,-97.0,no,no,cellular,jul,96,4,5000,0,no
18330,33,entrepreneur,married,tertiary,no,407.0,yes,no,cellular,jul,189,2,5000,0,no
18331,34,technician,married,secondary,no,357.0,yes,no,cellular,jul,25,20,5000,0,no
18332,38,management,single,tertiary,no,-476.0,yes,no,cellular,jul,76,2,5000,0,no
18333,35,blue-collar,married,secondary,no,449.0,yes,no,cellular,jul,395,4,5000,0,no
18334,27,blue-collar,single,secondary,no,103.0,no,yes,cellular,jul,53,5,5000,0,no
18335,55,technician,single,tertiary,no,-528.0,no,no,cellular,jul,246,2,5000,0,no
18336,29,services,single,secondary,no,553.0,no,yes,cellular,jul,60,5,5000,0,no
18337,32,management,married,tertiary,no,273.0,yes,no,cellular,jul,231,10,5000,0,no
18338,34,technician,married,secondary,no,0.0,yes,no,telephone,jul,1025,2,5000,0,no
18339,60,technician,divorced,tertiary,no,-361.0,no,yes,cellular,jul,76,6,5000,0,no
18340,29,management,married,tertiary,no,361.0,yes,yes,cellular,jul,819,3,5000,0,no
